session_id,room_id,card_id,item_ids,entry_time,exit_time,duration,entry_scans,exit_scans,is_anomaly,anomaly_type
sess_01002,room_1,card_6605,"[""SKU-0007"", ""SKU-0008"", ""SKU-0005"", ""SKU-0011""]",2025-03-23T22:27:02.639951,2025-03-23T23:05:02.639951,38.0,"[""SKU-0007"", ""SKU-0008"", ""SKU-0005"", ""SKU-0011""]","[""SKU-0007"", ""SKU-0008"", ""SKU-0005"", ""SKU-0011""]",False,
sess_01003,room_1,card_4208,"[""SKU-0005"", ""SKU-0004"", ""SKU-0002"", ""SKU-0010""]",2025-06-29T06:31:02.639951,2025-06-29T07:19:02.639951,48.0,"[""SKU-0005"", ""SKU-0004"", ""SKU-0002"", ""SKU-0010""]","[""SKU-0005"", ""SKU-0004"", ""SKU-0002"", ""SKU-0010""]",False,
sess_01004,room_1,card_3946,"[""SKU-0001"", ""SKU-0007"", ""SKU-0010"", ""SKU-0003"", ""SKU-0008""]",2025-09-22T02:37:02.639951,2025-09-22T03:22:02.639951,45.0,"[""SKU-0001"", ""SKU-0007"", ""SKU-0010"", ""SKU-0003"", ""SKU-0008""]","[""SKU-0001"", ""SKU-0007"", ""SKU-0010"", ""SKU-0003"", ""SKU-0008""]",False,
sess_01005,room_2,card_5718,"[""SKU-0004"", ""SKU-0011"", ""SKU-0012"", ""SKU-0006""]",2024-12-01T21:02:02.639951,2024-12-01T21:42:02.639951,40.0,"[""SKU-0004"", ""SKU-0011"", ""SKU-0012"", ""SKU-0006""]","[""SKU-0004"", ""SKU-0011"", ""SKU-0012"", ""SKU-0006""]",False,
sess_01006,room_2,card_9707,"[""SKU-0004"", ""SKU-0011"", ""SKU-0012""]",2024-11-28T19:16:02.639951,2024-11-28T19:37:02.639951,21.0,"[""SKU-0004"", ""SKU-0011"", ""SKU-0012""]","[""SKU-0004"", ""SKU-0011"", ""SKU-0012""]",False,
sess_01007,room_2,card_8960,"[""SKU-0003"", ""SKU-0009"", ""SKU-0001"", ""SKU-0007"", ""SKU-0006""]",2025-04-19T08:36:02.639951,2025-04-19T09:05:02.639951,29.0,"[""SKU-0003"", ""SKU-0009"", ""SKU-0001"", ""SKU-0007"", ""SKU-0006""]","[""SKU-0003"", ""SKU-0009"", ""SKU-0001"", ""SKU-0007"", ""SKU-0006""]",False,
sess_01008,room_2,card_7069,"[""SKU-0001"", ""SKU-0011"", ""SKU-0004"", ""SKU-0008"", ""SKU-0006""]",2025-09-24T20:01:02.639951,2025-09-24T20:41:02.639951,40.0,"[""SKU-0001"", ""SKU-0011"", ""SKU-0004"", ""SKU-0008"", ""SKU-0006""]","[""SKU-0001"", ""SKU-0011"", ""SKU-0004"", ""SKU-0008"", ""SKU-0006""]",False,
sess_01009,room_1,card_2938,"[""SKU-0002"", ""SKU-0010"", ""SKU-0003"", ""SKU-0008"", ""SKU-0004""]",2025-09-15T14:00:02.639951,2025-09-15T14:31:02.639951,31.0,"[""SKU-0002"", ""SKU-0010"", ""SKU-0003"", ""SKU-0008"", ""SKU-0004""]","[""SKU-0002"", ""SKU-0010"", ""SKU-0003"", ""SKU-0008"", ""SKU-0004""]",False,
sess_01010,room_1,card_4062,"[""SKU-0011""]",2025-06-16T11:09:02.639951,2025-06-16T11:16:02.639951,7.0,"[""SKU-0011""]","[""SKU-0011""]",False,
sess_01011,room_2,card_6427,"[""SKU-0002"", ""SKU-0006"", ""SKU-0008"", ""SKU-0003"", ""SKU-0012"", ""SKU-0010"", ""SKU-0007""]",2025-05-06T19:20:02.639951,2025-05-06T20:32:02.639951,72.0,"[""SKU-0002"", ""SKU-0006"", ""SKU-0008"", ""SKU-0003"", ""SKU-0012"", ""SKU-0010"", ""SKU-0007""]","[""SKU-0002"", ""SKU-0006"", ""SKU-0008"", ""SKU-0003"", ""SKU-0012"", ""SKU-0010"", ""SKU-0007""]",False,
sess_01012,room_1,card_3835,"[""SKU-0003"", ""SKU-0012""]",2025-10-16T10:07:02.639951,2025-10-16T10:27:02.639951,20.0,"[""SKU-0003"", ""SKU-0012""]","[""SKU-0003"", ""SKU-0012""]",False,
sess_01013,room_2,card_4912,"[""SKU-0002"", ""SKU-0001"", ""SKU-0006""]",2025-09-13T20:41:02.639951,2025-09-13T21:08:02.639951,27.0,"[""SKU-0002"", ""SKU-0001"", ""SKU-0006""]","[""SKU-0002"", ""SKU-0001"", ""SKU-0006""]",False,
sess_01014,room_2,card_7069,"[""SKU-0006"", ""SKU-0003"", ""SKU-0012"", ""SKU-0011"", ""SKU-0008""]",2025-05-04T02:49:02.639951,2025-05-04T03:31:02.639951,42.0,"[""SKU-0006"", ""SKU-0003"", ""SKU-0012"", ""SKU-0011"", ""SKU-0008""]","[""SKU-0006"", ""SKU-0003"", ""SKU-0012"", ""SKU-0011"", ""SKU-0008""]",False,
sess_01015,room_1,card_3619,"[""SKU-0001"", ""SKU-0012"", ""SKU-0006"", ""SKU-0002""]",2025-09-24T01:33:02.639951,2025-09-24T01:56:02.639951,23.0,"[""SKU-0001"", ""SKU-0012"", ""SKU-0006"", ""SKU-0002""]","[""SKU-0001"", ""SKU-0012"", ""SKU-0006"", ""SKU-0002""]",False,
sess_01016,room_2,card_9210,"[""SKU-0001"", ""SKU-0009"", ""SKU-0006"", ""SKU-0012""]",2025-04-20T03:36:02.639951,2025-04-20T04:11:02.639951,35.0,"[""SKU-0001"", ""SKU-0009"", ""SKU-0006"", ""SKU-0012""]","[""SKU-0001"", ""SKU-0009"", ""SKU-0006"", ""SKU-0012""]",False,
sess_01017,room_1,card_1265,"[""SKU-0009"", ""SKU-0012""]",2025-04-11T08:17:02.639951,2025-04-11T08:29:02.639951,12.0,"[""SKU-0009"", ""SKU-0012""]","[""SKU-0009"", ""SKU-0012""]",False,
sess_01018,room_1,card_5986,"[""SKU-0008"", ""SKU-0003"", ""SKU-0012"", ""SKU-0011""]",2024-12-04T16:44:02.639951,2024-12-04T17:24:02.639951,40.0,"[""SKU-0008"", ""SKU-0003"", ""SKU-0012"", ""SKU-0011""]","[""SKU-0008"", ""SKU-0003"", ""SKU-0012"", ""SKU-0011""]",False,
sess_01019,room_1,card_2187,"[""SKU-0012"", ""SKU-0009""]",2025-03-26T06:12:02.639951,2025-03-26T06:30:02.639951,18.0,"[""SKU-0012"", ""SKU-0009""]","[""SKU-0012"", ""SKU-0009""]",False,
sess_01020,room_2,card_4786,"[""SKU-0002"", ""SKU-0001"", ""SKU-0005"", ""SKU-0009""]",2025-01-09T00:04:02.639951,2025-01-09T00:20:02.639951,16.0,"[""SKU-0002"", ""SKU-0001"", ""SKU-0005"", ""SKU-0009""]","[""SKU-0002"", ""SKU-0001"", ""SKU-0005"", ""SKU-0009""]",False,
sess_01021,room_2,card_6530,"[""SKU-0006"", ""SKU-0007"", ""SKU-0005"", ""SKU-0011""]",2024-12-10T17:18:02.639951,2024-12-10T18:04:02.639951,46.0,"[""SKU-0006"", ""SKU-0007"", ""SKU-0005"", ""SKU-0011""]","[""SKU-0006"", ""SKU-0007"", ""SKU-0005"", ""SKU-0011""]",False,
sess_01022,room_2,card_4747,"[""SKU-0011"", ""SKU-0002"", ""SKU-0012"", ""SKU-0008"", ""SKU-0007""]",2025-04-05T23:09:02.639951,2025-04-06T00:09:02.639951,60.0,"[""SKU-0011"", ""SKU-0002"", ""SKU-0012"", ""SKU-0008"", ""SKU-0007""]","[""SKU-0011"", ""SKU-0002"", ""SKU-0012"", ""SKU-0008"", ""SKU-0007""]",False,
sess_01023,room_2,card_4963,"[""SKU-0011"", ""SKU-0006"", ""SKU-0010"", ""SKU-0012"", ""SKU-0008"", ""SKU-0003"", ""SKU-0007""]",2025-10-18T02:19:02.639951,2025-10-18T03:28:02.639951,69.0,"[""SKU-0011"", ""SKU-0006"", ""SKU-0010"", ""SKU-0012"", ""SKU-0008"", ""SKU-0003"", ""SKU-0007""]","[""SKU-0011"", ""SKU-0006"", ""SKU-0010"", ""SKU-0012"", ""SKU-0008"", ""SKU-0003"", ""SKU-0007""]",False,
sess_01024,room_2,card_1577,"[""SKU-0008"", ""SKU-0004"", ""SKU-0012"", ""SKU-0007"", ""SKU-0005"", ""SKU-0002""]",2025-02-18T19:14:02.639951,2025-02-18T20:02:02.639951,48.0,"[""SKU-0008"", ""SKU-0004"", ""SKU-0012"", ""SKU-0007"", ""SKU-0005"", ""SKU-0002""]","[""SKU-0008"", ""SKU-0004"", ""SKU-0012"", ""SKU-0007"", ""SKU-0005"", ""SKU-0002""]",False,
sess_01025,room_1,card_7476,"[""SKU-0012"", ""SKU-0007"", ""SKU-0001"", ""SKU-0010"", ""SKU-0003""]",2025-08-17T19:33:02.639951,2025-08-17T20:06:02.639951,33.0,"[""SKU-0012"", ""SKU-0007"", ""SKU-0001"", ""SKU-0010"", ""SKU-0003""]","[""SKU-0012"", ""SKU-0007"", ""SKU-0001"", ""SKU-0010"", ""SKU-0003""]",False,
sess_01026,room_2,card_9050,"[""SKU-0002"", ""SKU-0003"", ""SKU-0001"", ""SKU-0012"", ""SKU-0007""]",2025-06-19T18:24:02.639951,2025-06-19T19:01:02.639951,37.0,"[""SKU-0002"", ""SKU-0003"", ""SKU-0001"", ""SKU-0012"", ""SKU-0007""]","[""SKU-0002"", ""SKU-0003"", ""SKU-0001"", ""SKU-0012"", ""SKU-0007""]",False,
sess_01027,room_2,card_7748,"[""SKU-0003"", ""SKU-0007"", ""SKU-0005""]",2025-10-19T15:13:02.639951,2025-10-19T15:32:02.639951,19.0,"[""SKU-0003"", ""SKU-0007"", ""SKU-0005""]","[""SKU-0003"", ""SKU-0007"", ""SKU-0005""]",False,
sess_01028,room_1,card_8249,"[""SKU-0011"", ""SKU-0006"", ""SKU-0007""]",2024-11-16T12:04:02.639951,2024-11-16T12:30:02.639951,26.0,"[""SKU-0011"", ""SKU-0006"", ""SKU-0007""]","[""SKU-0011"", ""SKU-0006"", ""SKU-0007""]",False,
sess_01029,room_1,card_3379,"[""SKU-0008"", ""SKU-0007"", ""SKU-0005""]",2024-11-18T10:29:02.639951,2024-11-18T11:04:02.639951,35.0,"[""SKU-0008"", ""SKU-0007"", ""SKU-0005""]","[""SKU-0008"", ""SKU-0007"", ""SKU-0005""]",False,
sess_01030,room_1,card_2093,"[""SKU-0009"", ""SKU-0001"", ""SKU-0010"", ""SKU-0007"", ""SKU-0011"", ""SKU-0003""]",2025-09-27T13:44:02.639951,2025-09-27T15:03:02.639951,79.0,"[""SKU-0009"", ""SKU-0001"", ""SKU-0010"", ""SKU-0007"", ""SKU-0011"", ""SKU-0003""]","[""SKU-0009"", ""SKU-0001"", ""SKU-0010"", ""SKU-0007"", ""SKU-0011"", ""SKU-0003""]",False,
sess_01031,room_2,card_2236,"[""SKU-0003"", ""SKU-0002""]",2025-10-22T06:32:02.639951,2025-10-22T06:45:02.639951,13.0,"[""SKU-0003"", ""SKU-0002""]","[""SKU-0003"", ""SKU-0002""]",False,
sess_01032,room_2,card_3549,"[""SKU-0009"", ""SKU-0012"", ""SKU-0002"", ""SKU-0011""]",2024-11-07T12:02:02.639951,2024-11-07T12:38:02.639951,36.0,"[""SKU-0009"", ""SKU-0012"", ""SKU-0002"", ""SKU-0011""]","[""SKU-0009"", ""SKU-0012"", ""SKU-0002"", ""SKU-0011""]",False,
sess_01033,room_2,card_6446,"[""SKU-0008""]",2025-08-04T09:01:02.639951,2025-08-04T09:12:02.639951,11.0,"[""SKU-0008""]","[""SKU-0008""]",False,
sess_01034,room_1,card_1244,"[""SKU-0008""]",2025-04-07T06:29:02.639951,2025-04-07T06:39:02.639951,10.0,"[""SKU-0008""]","[""SKU-0008""]",False,
sess_01035,room_2,card_8245,"[""SKU-0002"", ""SKU-0010"", ""SKU-0001"", ""SKU-0006"", ""SKU-0011""]",2024-12-17T01:56:02.639951,2024-12-17T02:27:02.639951,31.0,"[""SKU-0002"", ""SKU-0010"", ""SKU-0001"", ""SKU-0006"", ""SKU-0011""]","[""SKU-0002"", ""SKU-0010"", ""SKU-0001"", ""SKU-0006"", ""SKU-0011""]",False,
sess_01036,room_2,card_6737,"[""SKU-0010"", ""SKU-0007"", ""SKU-0006"", ""SKU-0003"", ""SKU-0008""]",2025-07-17T23:44:02.639951,2025-07-18T00:10:02.639951,26.0,"[""SKU-0010"", ""SKU-0007"", ""SKU-0006"", ""SKU-0003"", ""SKU-0008""]","[""SKU-0010"", ""SKU-0007"", ""SKU-0006"", ""SKU-0003"", ""SKU-0008""]",False,
sess_01037,room_2,card_9411,"[""SKU-0002"", ""SKU-0008"", ""SKU-0012"", ""SKU-0009""]",2025-01-07T07:26:02.639951,2025-01-07T08:06:02.639951,40.0,"[""SKU-0002"", ""SKU-0008"", ""SKU-0012"", ""SKU-0009""]","[""SKU-0002"", ""SKU-0008"", ""SKU-0012"", ""SKU-0009""]",False,
sess_01038,room_2,card_9543,"[""SKU-0001""]",2025-06-05T14:43:02.639951,2025-06-05T14:52:02.639951,9.0,"[""SKU-0001""]","[""SKU-0001""]",False,
sess_01039,room_1,card_3190,"[""SKU-0004"", ""SKU-0002"", ""SKU-0005"", ""SKU-0009""]",2025-03-27T03:30:02.639951,2025-03-27T03:59:02.639951,29.0,"[""SKU-0004"", ""SKU-0002"", ""SKU-0005"", ""SKU-0009""]","[""SKU-0004"", ""SKU-0002"", ""SKU-0005"", ""SKU-0009""]",False,
sess_01040,room_2,card_1231,"[""SKU-0005"", ""SKU-0007"", ""SKU-0002"", ""SKU-0004"", ""SKU-0012"", ""SKU-0011""]",2025-08-24T23:10:02.639951,2025-08-25T00:00:02.639951,50.0,"[""SKU-0005"", ""SKU-0007"", ""SKU-0002"", ""SKU-0004"", ""SKU-0012"", ""SKU-0011""]","[""SKU-0004"", ""SKU-0012"", ""SKU-0007"", ""SKU-0005"", ""SKU-0002""]",True,missing_items
sess_01041,room_2,card_7151,"[""SKU-0010"", ""SKU-0009"", ""SKU-0012"", ""SKU-0001""]",2025-06-06T21:03:02.639951,2025-06-06T21:44:02.639951,41.0,"[""SKU-0010"", ""SKU-0009"", ""SKU-0012"", ""SKU-0001""]","[""SKU-0010"", ""SKU-0009"", ""SKU-0012"", ""SKU-0001""]",False,
sess_01042,room_2,card_6476,"[""SKU-0003"", ""SKU-0012"", ""SKU-0008""]",2025-07-22T20:52:02.639951,2025-07-22T21:10:02.639951,18.0,"[""SKU-0003"", ""SKU-0012"", ""SKU-0008""]","[""SKU-0003"", ""SKU-0012"", ""SKU-0008""]",False,
sess_01043,room_2,card_1788,"[""SKU-0007"", ""SKU-0006"", ""SKU-0008"", ""SKU-0004""]",2025-01-25T12:48:02.639951,2025-01-25T13:21:02.639951,33.0,"[""SKU-0007"", ""SKU-0006"", ""SKU-0008"", ""SKU-0004""]","[""SKU-0007"", ""SKU-0006"", ""SKU-0008"", ""SKU-0004""]",False,
sess_01044,room_2,card_7599,"[""SKU-0009"", ""SKU-0002"", ""SKU-0004"", ""SKU-0006""]",2025-07-20T10:29:02.639951,2025-07-20T10:53:02.639951,24.0,"[""SKU-0009"", ""SKU-0002"", ""SKU-0004"", ""SKU-0006""]","[""SKU-0009"", ""SKU-0002"", ""SKU-0004"", ""SKU-0006""]",False,
sess_01045,room_1,card_3830,"[""SKU-0008"", ""SKU-0004"", ""SKU-0012"", ""SKU-0002""]",2025-05-18T15:17:02.639951,2025-05-18T16:09:02.639951,52.0,"[""SKU-0008"", ""SKU-0004"", ""SKU-0012"", ""SKU-0002""]","[""SKU-0008"", ""SKU-0004"", ""SKU-0012"", ""SKU-0002""]",False,
sess_01046,room_2,card_5729,"[""SKU-0006"", ""SKU-0011"", ""SKU-0008""]",2025-01-17T07:33:02.639951,2025-01-17T08:01:02.639951,28.0,"[""SKU-0006"", ""SKU-0011"", ""SKU-0008""]","[""SKU-0006"", ""SKU-0011"", ""SKU-0008""]",False,
sess_01047,room_2,card_9199,"[""SKU-0009"", ""SKU-0010"", ""SKU-0002"", ""SKU-0001"", ""SKU-0005""]",2025-06-10T10:26:02.639951,2025-06-10T10:55:02.639951,29.0,"[""SKU-0009"", ""SKU-0010"", ""SKU-0002"", ""SKU-0001"", ""SKU-0005""]","[""SKU-0009"", ""SKU-0010"", ""SKU-0002"", ""SKU-0001"", ""SKU-0005""]",False,
sess_01048,room_2,card_1313,"[""SKU-0008"", ""SKU-0002"", ""SKU-0012"", ""SKU-0004""]",2025-04-29T15:43:02.639951,2025-04-29T16:19:02.639951,36.0,"[""SKU-0008"", ""SKU-0002"", ""SKU-0012"", ""SKU-0004""]","[""SKU-0008"", ""SKU-0002"", ""SKU-0012"", ""SKU-0004""]",False,
sess_01049,room_1,card_7862,"[""SKU-0001""]",2025-02-05T01:46:02.639951,2025-02-05T01:57:02.639951,11.0,"[""SKU-0001""]","[""SKU-0001""]",False,
sess_01050,room_2,card_9421,"[""SKU-0005"", ""SKU-0006"", ""SKU-0003"", ""SKU-0011""]",2025-07-28T05:07:02.639951,2025-07-28T05:31:02.639951,24.0,"[""SKU-0005"", ""SKU-0006"", ""SKU-0003"", ""SKU-0011""]","[""SKU-0005"", ""SKU-0006"", ""SKU-0003"", ""SKU-0011""]",False,
sess_01051,room_1,card_5250,"[""SKU-0012""]",2025-03-26T23:50:02.639951,2025-03-26T23:59:02.639951,9.0,"[""SKU-0012""]","[""SKU-0012""]",False,
sess_01052,room_2,card_1023,"[""SKU-0008"", ""SKU-0006"", ""SKU-0007"", ""SKU-0001"", ""SKU-0009"", ""SKU-0010""]",2025-08-03T11:46:02.639951,2025-08-03T12:42:02.639951,56.0,"[""SKU-0008"", ""SKU-0006"", ""SKU-0007"", ""SKU-0001"", ""SKU-0009"", ""SKU-0010""]","[""SKU-0008"", ""SKU-0006"", ""SKU-0007"", ""SKU-0001"", ""SKU-0009"", ""SKU-0010""]",False,
sess_01053,room_1,card_9655,"[""SKU-0006"", ""SKU-0002"", ""SKU-0012"", ""SKU-0010""]",2025-04-15T22:31:02.639951,2025-04-15T23:08:02.639951,37.0,"[""SKU-0006"", ""SKU-0002"", ""SKU-0012"", ""SKU-0010""]","[""SKU-0006"", ""SKU-0002"", ""SKU-0012"", ""SKU-0010""]",False,
sess_01054,room_2,card_7053,"[""SKU-0002"", ""SKU-0004"", ""SKU-0012"", ""SKU-0010""]",2025-06-13T10:34:02.639951,2025-06-13T11:00:02.639951,26.0,"[""SKU-0002"", ""SKU-0004"", ""SKU-0012"", ""SKU-0010""]","[""SKU-0002"", ""SKU-0004"", ""SKU-0012"", ""SKU-0010""]",False,
sess_01055,room_2,card_8552,"[""SKU-0011"", ""SKU-0010"", ""SKU-0001""]",2025-07-12T17:31:02.639951,2025-07-12T17:51:02.639951,20.0,"[""SKU-0011"", ""SKU-0010"", ""SKU-0001""]","[""SKU-0011"", ""SKU-0010"", ""SKU-0001""]",False,
sess_01056,room_1,card_4606,"[""SKU-0006"", ""SKU-0010"", ""SKU-0005"", ""SKU-0009"", ""SKU-0011"", ""SKU-0004"", ""SKU-0002""]",2025-02-23T00:53:02.639951,2025-02-23T01:44:02.639951,51.0,"[""SKU-0006"", ""SKU-0010"", ""SKU-0005"", ""SKU-0009"", ""SKU-0011"", ""SKU-0004"", ""SKU-0002""]","[""SKU-0006"", ""SKU-0010"", ""SKU-0005"", ""SKU-0009"", ""SKU-0011"", ""SKU-0004"", ""SKU-0002""]",False,
sess_01057,room_2,card_8463,"[""SKU-0006"", ""SKU-0001"", ""SKU-0007"", ""SKU-0003"", ""SKU-0002"", ""SKU-0008"", ""SKU-0012""]",2025-08-02T14:25:02.639951,2025-08-02T15:51:02.639951,86.0,"[""SKU-0006"", ""SKU-0001"", ""SKU-0007"", ""SKU-0003"", ""SKU-0002"", ""SKU-0008"", ""SKU-0012""]","[""SKU-0006"", ""SKU-0001"", ""SKU-0007"", ""SKU-0003"", ""SKU-0002"", ""SKU-0008"", ""SKU-0012""]",False,
sess_01058,room_1,card_6024,"[""SKU-0001"", ""SKU-0010"", ""SKU-0003"", ""SKU-0002"", ""SKU-0011"", ""SKU-0012"", ""SKU-0008""]",2025-10-13T17:22:02.639951,2025-10-13T18:16:02.639951,54.0,"[""SKU-0001"", ""SKU-0010"", ""SKU-0003"", ""SKU-0002"", ""SKU-0011"", ""SKU-0012"", ""SKU-0008""]","[""SKU-0001"", ""SKU-0010"", ""SKU-0003"", ""SKU-0002"", ""SKU-0011"", ""SKU-0012"", ""SKU-0008""]",False,
sess_01059,room_1,card_5098,"[""SKU-0005"", ""SKU-0001"", ""SKU-0006""]",2025-08-23T11:57:02.639951,2025-08-23T12:31:02.639951,34.0,"[""SKU-0005"", ""SKU-0001"", ""SKU-0006""]","[""SKU-0005"", ""SKU-0001"", ""SKU-0006""]",False,
sess_01060,room_2,card_7267,"[""SKU-0005"", ""SKU-0002""]",2024-12-06T04:10:02.639951,2024-12-06T04:25:02.639951,15.0,"[""SKU-0005"", ""SKU-0002""]","[""SKU-0005"", ""SKU-0002""]",False,
sess_01061,room_1,card_4623,"[""SKU-0006"", ""SKU-0010"", ""SKU-0008"", ""SKU-0007"", ""SKU-0004"", ""SKU-0011"", ""SKU-0012""]",2025-02-16T17:24:02.639951,2025-02-16T18:14:02.639951,50.0,"[""SKU-0006"", ""SKU-0010"", ""SKU-0008"", ""SKU-0007"", ""SKU-0004"", ""SKU-0011"", ""SKU-0012""]","[""SKU-0012"", ""SKU-0007"", ""SKU-0008"", ""SKU-0004""]",True,missing_items
sess_01062,room_1,card_3035,"[""SKU-0002"", ""SKU-0005"", ""SKU-0006""]",2025-01-13T02:27:02.639951,2025-01-13T02:56:02.639951,29.0,"[""SKU-0002"", ""SKU-0005"", ""SKU-0006""]","[""SKU-0002"", ""SKU-0005"", ""SKU-0006""]",False,
sess_01063,room_1,card_7050,"[""SKU-0011"", ""SKU-0002"", ""SKU-0009"", ""SKU-0010"", ""SKU-0001""]",2024-11-05T15:31:02.639951,2024-11-05T16:01:02.639951,30.0,"[""SKU-0011"", ""SKU-0002"", ""SKU-0009"", ""SKU-0010"", ""SKU-0001""]","[""SKU-0011"", ""SKU-0002"", ""SKU-0009"", ""SKU-0010"", ""SKU-0001""]",False,
sess_01064,room_2,card_7021,"[""SKU-0001"", ""SKU-0005"", ""SKU-0007"", ""SKU-0008"", ""SKU-0004""]",2025-04-06T21:50:02.639951,2025-04-06T22:38:02.639951,48.0,"[""SKU-0001"", ""SKU-0005"", ""SKU-0007"", ""SKU-0008"", ""SKU-0004""]","[""SKU-0001"", ""SKU-0005"", ""SKU-0007"", ""SKU-0008"", ""SKU-0004""]",False,
sess_01065,room_2,card_8968,"[""SKU-0011"", ""SKU-0004"", ""SKU-0007"", ""SKU-0001"", ""SKU-0010""]",2025-03-25T02:30:02.639951,2025-03-25T02:56:02.639951,26.0,"[""SKU-0011"", ""SKU-0004"", ""SKU-0007"", ""SKU-0001"", ""SKU-0010""]","[""SKU-0011"", ""SKU-0004"", ""SKU-0007"", ""SKU-0001"", ""SKU-0010""]",False,
sess_01066,room_1,card_2946,"[""SKU-0011"", ""SKU-0002"", ""SKU-0007""]",2025-06-28T07:58:02.639951,2025-06-28T08:35:02.639951,37.0,"[""SKU-0011"", ""SKU-0002"", ""SKU-0007""]","[""SKU-0011"", ""SKU-0002"", ""SKU-0007""]",False,
sess_01067,room_2,card_3674,"[""SKU-0011"", ""SKU-0012"", ""SKU-0005"", ""SKU-0001"", ""SKU-0008"", ""SKU-0009""]",2024-11-10T12:58:02.639951,2024-11-10T13:59:02.639951,61.0,"[""SKU-0011"", ""SKU-0012"", ""SKU-0005"", ""SKU-0001"", ""SKU-0008"", ""SKU-0009""]","[""SKU-0011"", ""SKU-0012"", ""SKU-0005"", ""SKU-0001"", ""SKU-0008"", ""SKU-0009""]",False,
sess_01068,room_2,card_4533,"[""SKU-0001"", ""SKU-0012"", ""SKU-0011""]",2025-04-17T05:22:02.639951,2025-04-17T05:57:02.639951,35.0,"[""SKU-0001"", ""SKU-0012"", ""SKU-0011""]","[""SKU-0001"", ""SKU-0012"", ""SKU-0011""]",False,
sess_01069,room_2,card_5932,"[""SKU-0004"", ""SKU-0006"", ""SKU-0002"", ""SKU-0011"", ""SKU-0003"", ""SKU-0007""]",2025-01-22T17:55:02.639951,2025-01-22T18:31:02.639951,36.0,"[""SKU-0004"", ""SKU-0006"", ""SKU-0002"", ""SKU-0011"", ""SKU-0003"", ""SKU-0007""]","[""SKU-0004"", ""SKU-0006"", ""SKU-0002"", ""SKU-0011"", ""SKU-0003"", ""SKU-0007""]",False,
sess_01070,room_1,card_7093,"[""SKU-0006"", ""SKU-0003"", ""SKU-0010"", ""SKU-0012"", ""SKU-0005""]",2025-05-10T23:27:02.639951,2025-05-11T00:05:02.639951,38.0,"[""SKU-0006"", ""SKU-0003"", ""SKU-0010"", ""SKU-0012"", ""SKU-0005""]","[""SKU-0006"", ""SKU-0003"", ""SKU-0010"", ""SKU-0012"", ""SKU-0005""]",False,
sess_01071,room_2,card_1081,"[""SKU-0001""]",2025-03-17T04:56:02.639951,2025-03-17T05:03:02.639951,7.0,"[""SKU-0001""]","[""SKU-0001""]",False,
sess_01072,room_2,card_6798,"[""SKU-0008"", ""SKU-0003"", ""SKU-0006""]",2025-08-02T12:56:02.639951,2025-08-02T13:28:02.639951,32.0,"[""SKU-0008"", ""SKU-0003"", ""SKU-0006""]","[""SKU-0008"", ""SKU-0003"", ""SKU-0006""]",False,
sess_01073,room_1,card_4787,"[""SKU-0002"", ""SKU-0001"", ""SKU-0004""]",2025-09-10T12:56:02.639951,2025-09-10T13:11:02.639951,15.0,"[""SKU-0002"", ""SKU-0001"", ""SKU-0004""]","[""SKU-0002"", ""SKU-0001"", ""SKU-0004""]",False,
sess_01074,room_2,card_5839,"[""SKU-0007"", ""SKU-0002"", ""SKU-0010"", ""SKU-0001""]",2025-03-09T06:26:02.639951,2025-03-09T07:12:02.639951,46.0,"[""SKU-0007"", ""SKU-0002"", ""SKU-0010"", ""SKU-0001""]","[""SKU-0007"", ""SKU-0002"", ""SKU-0010"", ""SKU-0001""]",False,
sess_01075,room_2,card_4877,"[""SKU-0006"", ""SKU-0003"", ""SKU-0012"", ""SKU-0001""]",2025-03-23T08:52:02.639951,2025-03-23T09:27:02.639951,35.0,"[""SKU-0006"", ""SKU-0003"", ""SKU-0012"", ""SKU-0001""]","[""SKU-0006"", ""SKU-0003"", ""SKU-0012"", ""SKU-0001""]",False,
sess_01076,room_2,card_4645,"[""SKU-0005"", ""SKU-0009"", ""SKU-0007"", ""SKU-0010"", ""SKU-0001"", ""SKU-0012""]",2025-06-07T07:43:02.639951,2025-06-07T08:26:02.639951,43.0,"[""SKU-0005"", ""SKU-0009"", ""SKU-0007"", ""SKU-0010"", ""SKU-0001"", ""SKU-0012""]","[""SKU-0005"", ""SKU-0009"", ""SKU-0007"", ""SKU-0010"", ""SKU-0001"", ""SKU-0012""]",False,
sess_01077,room_2,card_3522,"[""SKU-0009"", ""SKU-0006"", ""SKU-0012"", ""SKU-0001""]",2025-04-29T12:08:02.639951,2025-04-29T12:34:02.639951,26.0,"[""SKU-0009"", ""SKU-0006"", ""SKU-0012"", ""SKU-0001""]","[""SKU-0009"", ""SKU-0006"", ""SKU-0012"", ""SKU-0001""]",False,
sess_01078,room_2,card_8140,"[""SKU-0008"", ""SKU-0010"", ""SKU-0005"", ""SKU-0009"", ""SKU-0006""]",2025-03-18T19:47:02.639951,2025-03-18T20:19:02.639951,32.0,"[""SKU-0008"", ""SKU-0010"", ""SKU-0005"", ""SKU-0009"", ""SKU-0006""]","[""SKU-0008"", ""SKU-0010"", ""SKU-0005"", ""SKU-0009"", ""SKU-0006""]",False,
